,url,website,year,month,day,length
124,https://www.computerworld.com/article/1637734/instead-of-robots-taking-jobs-ai-may-help-humans-do-their-jobs-better.html,ComputerWorld,2015,9,22,1078.0
125,https://www.computerworld.com/article/1636846/overcoming-our-fears-and-avoiding-robot-overlords.html,ComputerWorld,2015,9,18,1038.0
126,https://www.computerworld.com/article/1634817/robot-ethicist-wants-to-ban-sex-robots-before-sex-robots-ban-us-itbwgk.html,ComputerWorld,2015,9,15,222.0
127,https://www.computerworld.com/article/1633200/california-gov-jerry-brown-vetoes-controversial-bill-on-drone-restrictions.html,ComputerWorld,2015,9,10,388.0
128,https://www.computerworld.com/article/1623821/swarms-of-tiny-drones-could-be-used-for-rescue-missions-video.html,ComputerWorld,2015,8,25,492.0
129,https://www.computerworld.com/article/1622768/here-comes-the-drone-backlash.html,ComputerWorld,2015,8,24,1267.0
130,https://www.computerworld.com/article/1638895/are-we-safe-from-self-aware-robots.html,ComputerWorld,2015,8,13,950.0
131,https://www.computerworld.com/article/1634441/businesses-can-rent-a-robot-for-customer-care.html,ComputerWorld,2015,8,4,412.0
132,https://www.computerworld.com/article/1632292/pepper-the-robot-aspires-to-be-a-salesman.html,ComputerWorld,2015,7,30,720.0
133,https://www.computerworld.com/article/1628612/miller-s-wordnet-paves-the-way-for-a-i.html,ComputerWorld,2015,6,24,1243.0
134,https://www.computerworld.com/article/1634302/separating-science-fact-from-science-fiction-in-robotics-with-video.html,ComputerWorld,2015,6,23,1055.0
135,https://www.computerworld.com/article/1633695/personal-robot-that-shows-emotions-sells-out-in-1-minute.html,ComputerWorld,2015,6,22,310.0
136,https://www.computerworld.com/article/1619722/blame-chomsky-for-non-speaking-ai.html,ComputerWorld,2015,6,17,1104.0
137,https://www.computerworld.com/article/1630424/researcher-finds-redemption-possible-hotel-deal-after-robotics-challenge.html,ComputerWorld,2015,6,16,773.0
138,https://www.computerworld.com/article/1629332/philae-lander-phones-home-from-comet-hurtling-through-space.html,ComputerWorld,2015,6,15,406.0
139,https://www.computerworld.com/article/1628556/nasas-robot-event-challenges-robots-engineers.html,ComputerWorld,2015,6,12,743.0
140,https://www.computerworld.com/article/1625238/nasa-tests-darpa-challenge-robot-for-space-manufacturing.html,ComputerWorld,2015,6,9,615.0
141,https://www.computerworld.com/article/1619592/a-i-is-too-hard-for-programmers.html,ComputerWorld,2015,6,8,1266.0
142,https://www.computerworld.com/article/1623749/south-korean-team-surges-past-rivals-to-win-darpa-bot-battle.html,ComputerWorld,2015,6,7,837.0
143,https://www.computerworld.com/article/1621699/battle-of-the-bots-teams-compete-in-darpa-challenge.html,ComputerWorld,2015,6,5,778.0
144,https://www.computerworld.com/article/1621929/redemption-tech-advances-and-2m-prize-drive-darpa-robotics-finalists-video.html,ComputerWorld,2015,6,5,998.0
145,https://www.computerworld.com/article/1618937/why-apple-is-developing-artificial-intelligence.html,ComputerWorld,2015,5,29,619.0
146,https://www.computerworld.com/article/1617809/heres-a-security-drone-that-follows-you-around-and-takes-video.html,ComputerWorld,2015,5,22,443.0
147,https://www.computerworld.com/article/1378257/how-would-alan-turing-fix-ai.html,ComputerWorld,2015,5,22,873.0
148,https://www.computerworld.com/article/1378149/google-to-unleash-self-driving-car-on-public-streets-this-summer-itbwgk.html,ComputerWorld,2015,5,15,271.0
149,https://www.computerworld.com/article/1377834/stephen-hawking-fears-robots-could-take-over-in-100-years.html,ComputerWorld,2015,5,14,384.0
150,https://www.computerworld.com/article/1373585/googles-self-driving-car-needs-crash-course-in-pr-itbwgk.html,ComputerWorld,2015,5,12,277.0
151,https://www.computerworld.com/article/1375789/sen-warner-seeks-dot-research-to-combat-rogue-drones.html,ComputerWorld,2015,5,11,334.0
152,https://www.computerworld.com/article/1374593/tethered-drones-only-look-crazy.html,ComputerWorld,2015,5,8,816.0
153,https://www.computerworld.com/article/1372849/its-now-or-never-to-speed-up-robots-for-darpa-challenge.html,ComputerWorld,2015,5,7,943.0
154,https://www.computerworld.com/article/1369270/wpis-team-gears-up-for-final-battle-of-the-bots.html,ComputerWorld,2015,5,5,949.0
155,https://www.computerworld.com/article/1367485/fetch-warehouse-robots-can-work-in-pairs.html,ComputerWorld,2015,4,29,380.0
156,https://www.computerworld.com/article/1360777/drones-in-the-enterprise-the-future-of-data-collection-2.html,ComputerWorld,2015,4,15,1209.0
157,https://www.computerworld.com/article/1359809/microsoft-demos-industrial-robot-linked-to-cloud-mobile-devices.html,ComputerWorld,2015,4,13,315.0
158,https://www.computerworld.com/article/1647870/what-is-artificial-intelligence.html,ComputerWorld,2015,4,10,1152.0
159,https://www.computerworld.com/article/1359643/transforming-robot-probes-fukushima-reactor-vessel-2.html,ComputerWorld,2015,4,10,483.0
160,https://www.computerworld.com/article/1648799/robot-aquarium-fish-has-one-job-scare-zebrafish.html,ComputerWorld,2015,4,7,781.0
161,https://www.computerworld.com/article/1648111/robotics-can-now-give-you-a-leg-up-literally.html,ComputerWorld,2015,4,6,586.0
162,https://www.computerworld.com/article/1646273/more-than-2000-comments-offered-on-proposed-drone-regulations.html,ComputerWorld,2015,4,2,427.0
163,https://www.computerworld.com/article/1646790/is-your-robot-a-little-cheeky-google-may-build-it-that-way.html,ComputerWorld,2015,4,2,496.0
164,https://www.computerworld.com/article/1641468/google-bringing-vision-to-robots-that-need-touch.html,ComputerWorld,2015,3,30,960.0
165,https://www.computerworld.com/article/1634299/japan-aims-octopus-robot-at-nuclear-disasters.html,ComputerWorld,2015,3,20,446.0
166,https://www.computerworld.com/article/1629692/anti-robot-protest-takes-aim-at-the-wrong-villains.html,ComputerWorld,2015,3,16,1194.0
167,https://www.computerworld.com/article/1626925/faas-drone-proposals-get-cautious-welcome-from-public.html,ComputerWorld,2015,3,10,626.0
168,https://www.computerworld.com/article/1625733/robots-to-get-more-processing-power-with-intels-xeon-d-chips.html,ComputerWorld,2015,3,9,602.0
169,https://www.computerworld.com/article/1624473/darpa-sets-finalists-for-high-risk-high-reward-robotics-challenge.html,ComputerWorld,2015,3,5,711.0
170,https://www.computerworld.com/article/1619112/uk-researchers-are-building-robotic-pants.html,ComputerWorld,2015,2,26,383.0
171,https://www.computerworld.com/article/1660742/budget-2015-what-vendors-want-2.html,ComputerWorld,2015,2,25,130.0
172,https://www.computerworld.com/article/1637317/nasas-jpl-preps-two-robots-for-darpa-challenge.html,ComputerWorld,2015,2,17,773.0
173,https://www.computerworld.com/article/1673391/road-to-the-darpa-robotics-finals-2.html,ComputerWorld,2015,2,17,508.0
174,https://www.computerworld.com/article/1638728/faa-proposes-opening-skies-to-commercial-drones.html,ComputerWorld,2015,2,15,405.0
175,https://www.computerworld.com/article/1635066/darpas-future-war-looks-like-a-video-game.html,ComputerWorld,2015,2,11,1398.0
176,https://www.computerworld.com/article/1635782/nasa-rides-artificial-intelligence-to-the-moon-and-mars.html,ComputerWorld,2015,2,11,1148.0
177,https://www.computerworld.com/article/1631064/ai-is-getting-smarter.html,ComputerWorld,2015,2,5,1054.0
178,https://www.computerworld.com/article/1627505/darpa-teaches-robots-to-cook-by-watching-youtube.html,ComputerWorld,2015,1,30,884.0
179,https://www.computerworld.com/article/1625469/at-ucsf-medical-center-robot-aided-healthcare-is-here.html,ComputerWorld,2015,1,29,908.0
180,https://www.computerworld.com/article/1625990/scientists-say-ai-fears-unfounded-could-hinder-tech-advances.html,ComputerWorld,2015,1,29,983.0
181,https://www.computerworld.com/article/1626427/mini-brain-in-spinal-cord-helps-brain-keep-body-balanced.html,ComputerWorld,2015,1,29,792.0
182,https://www.computerworld.com/article/1619250/atlas-unplugged-darpa-challenge-robot-gets-major-makeover.html,ComputerWorld,2015,1,22,770.0
183,https://www.computerworld.com/article/1660839/make-in-india-indusface.html,ComputerWorld,2015,1,18,802.0
184,https://www.computerworld.com/article/1494078/at-ces-consumer-products-with-it-implications-2.html,ComputerWorld,2015,1,8,607.0
185,https://www.computerworld.com/article/1493252/report-drones-suck-at-u-s-border-patrol-or-vice-versa.html,ComputerWorld,2015,1,7,813.0
186,https://www.computerworld.com/article/1491399/acoustic-levitation-next-best-thing-to-anti-gravity.html,ComputerWorld,2015,1,5,851.0
187,https://www.computerworld.com/article/1490471/stanford-launches-100-year-study-of-artificial-intelligence.html,ComputerWorld,2014,12,24,580.0
188,https://www.computerworld.com/article/1660766/make-in-india-vaultize-technologies.html,ComputerWorld,2014,12,21,987.0
189,https://www.computerworld.com/article/1488482/army-lab-asks-help-building-wing-flapping-robot-fly.html,ComputerWorld,2014,12,19,714.0
190,https://www.computerworld.com/article/1660860/make-in-india-rightcloudz-2.html,ComputerWorld,2014,12,10,1546.0
191,https://www.computerworld.com/article/1485152/stephen-hawking-says-ai-could-end-human-race.html,ComputerWorld,2014,12,3,655.0
192,https://www.computerworld.com/article/1484736/amazon-uses-robots-to-bolster-warehouses-during-holiday-rush.html,ComputerWorld,2014,12,1,298.0
193,https://www.computerworld.com/article/1484569/close-shaves-between-aircraft-and-drones-are-on-the-upswing.html,ComputerWorld,2014,11,27,392.0
194,https://www.computerworld.com/article/1484526/robot-networked-tablets-head-to-west-africa-to-fight-ebola.html,ComputerWorld,2014,11,26,1030.0
195,https://www.computerworld.com/article/1484018/cameras-robotic-mules-could-help-battle-ebola-in-west-africa.html,ComputerWorld,2014,11,20,741.0
196,https://www.computerworld.com/article/1614524/qualcomms-releasing-a-robotics-platform-heres-how-it-happened.html,ComputerWorld,2014,11,13,835.0
197,https://www.computerworld.com/article/1613647/robotic-spiders-may-someday-build-satellites-in-space.html,ComputerWorld,2014,11,11,654.0
198,https://www.computerworld.com/article/1612179/researchers-medical-workers-seek-tech-answers-to-ebola-outbreak.html,ComputerWorld,2014,11,7,849.0
199,https://www.computerworld.com/article/1610280/china-eyes-a-bigger-role-in-robotics.html,ComputerWorld,2014,11,3,252.0
200,https://www.computerworld.com/article/1610288/andy-rubin-says-bye-bye-google-itbwgk.html,ComputerWorld,2014,10,31,180.0
201,https://www.computerworld.com/article/1609678/google-ai-project-apes-memory-programs-sort-of-like-a-human.html,ComputerWorld,2014,10,30,423.0
202,https://www.computerworld.com/article/1609577/ai-researchers-say-elon-musks-fears-not-completely-crazy.html,ComputerWorld,2014,10,29,1154.0
203,https://www.computerworld.com/article/1607386/automation-arrives-at-restaurants-but-dont-blame-rising-minimum-wages.html,ComputerWorld,2014,10,24,629.0
204,https://www.computerworld.com/article/1605989/ask-watson-or-siri-artificial-intelligence-is-as-elusive-as-ever.html,ComputerWorld,2014,10,20,1229.0
205,https://www.computerworld.com/article/1605600/researchers-to-meet-with-aid-workers-to-build-ebola-fighting-robots.html,ComputerWorld,2014,10,17,1221.0
206,https://www.computerworld.com/article/1605521/smart-walkers-lead-the-way-for-japanese-eldercare-robots.html,ComputerWorld,2014,10,16,645.0
207,https://www.computerworld.com/article/1605387/nasa-robots-are-our-friends.html,ComputerWorld,2014,10,16,746.0
208,https://www.computerworld.com/article/1600416/robot-gets-a-driving-lesson-for-darpa-challenge.html,ComputerWorld,2014,10,9,1113.0
209,https://www.computerworld.com/article/1379229/astronauts-to-make-robotics-repairs-during-65-hour-spacewalk.html,ComputerWorld,2014,10,7,272.0
210,https://www.computerworld.com/article/1378489/the-navy-is-building-robotic-weaponized-boats.html,ComputerWorld,2014,10,6,1602.0
211,https://www.computerworld.com/article/1377394/japan-rolls-out-cheerleading-swarm-robots.html,ComputerWorld,2014,9,24,580.0
212,https://www.computerworld.com/article/1376060/mits-cheetah-robot-is-off-its-leash-running-and-jumping.html,ComputerWorld,2014,9,17,606.0
213,https://www.computerworld.com/article/1374961/drones-are-the-new-pets-com.html,ComputerWorld,2014,9,8,839.0
214,https://www.computerworld.com/article/1374798/2017-cadillacs-will-have-automated-highway-driving-features-gm-says.html,ComputerWorld,2014,9,8,309.0
215,https://www.computerworld.com/article/1373739/will-a-bot-take-your-help-desk-job.html,ComputerWorld,2014,9,1,835.0
216,https://www.computerworld.com/article/1374081/scientists-create-one-robot-brain-to-rule-them-all.html,ComputerWorld,2014,8,29,644.0
217,https://www.computerworld.com/article/1373808/ready-for-the-robot-revolution.html,ComputerWorld,2014,8,27,1097.0
218,https://www.computerworld.com/article/1525912/vc-investors-hot-for-the-cloud-mobile-and-robots-2.html,ComputerWorld,2014,8,19,649.0
219,https://www.computerworld.com/article/1660992/technology-refines-education-at-indian-school-of-business-2.html,ComputerWorld,2014,8,17,591.0
220,https://www.computerworld.com/article/1525153/scientists-create-self-assembling-working-robots-2.html,ComputerWorld,2014,8,8,548.0
221,https://www.computerworld.com/article/1523325/changes-afoot-as-darpa-challenge-robots-prep-for-upgrade.html,ComputerWorld,2014,7,25,865.0
222,https://www.computerworld.com/article/1522463/nasa-upgrades-humanoid-robot-in-space.html,ComputerWorld,2014,7,22,460.0
223,https://www.computerworld.com/article/1521886/under-google-robot-maker-reduces-dependence-on-military-funding-2.html,ComputerWorld,2014,7,18,653.0
224,https://www.computerworld.com/article/1526139/ready-the-robots-darpa-sets-finals-for-robotics-challenge.html,ComputerWorld,2014,7,1,458.0
225,https://www.computerworld.com/article/1525958/a-good-robot-is-hard-to-find-or-build.html,ComputerWorld,2014,6,13,1063.0
226,https://www.computerworld.com/article/1524846/nasa-challenge-tests-autonomous-robots.html,ComputerWorld,2014,6,11,584.0
227,https://www.computerworld.com/article/1523855/hail-cyborgs-the-line-between-robots-and-humans-is-blurring.html,ComputerWorld,2014,6,6,1141.0
